NR,OGGETTO,VETRINA,DIDASCALIA,STATO_CORRENTE,LINK,OGGETTO_ESISTENTE,NOTE,ACQUISIZIONE_Istituto_responsabile_acquisizione,ACQUISIZIONE_Persone_responsabili_acquisizione,ACQUISIZIONE_Tecnica_di_acquisizione,ACQUISIZIONE_Strumentazione_di_acquisizione,ACQUISIZIONE_Licenza,PROCESSAMENTO_Istituto_responsabile_processamento,PROCESSAMENTO_Persone_responsabili_processamento,PROCESSAMENTO_Strumentazione_di_processamento,PROCESSAMENTO_Tempi_di_processamento_Data_inizio_(specificare_data_mm-dd),PROCESSAMENTO_Tempi_di_processamento_Data_fine_(specificare_data_mm-dd),PROCESSAMENTO_Licenza,MODELLAZIONE_Istituto_responsabile_modellazione,MODELLAZIONE_Persone_responsabili_modellazione,MODELLAZIONE_Strumentazione_di_modellazione,MODELLAZIONE_Tempi_di_modellazione_Data_inizio_(specificare_data_mm-dd),MODELLAZIONE_Tempi_di_modellazione_Data_fine_(specificare_data_mm-dd),MODELLAZIONE_Licenza,OTTIMIZZAZIONE_Istituto_responsabile_ottimizzazione,OTTIMIZZAZIONE_Persone_responsabili_ottimizzazione,OTTIMIZZAZIONE_Strumentazione_di_ottimizzazione,OTTIMIZZAZIONE_Tempi_di_ottimizzazione_Data_inizio_(specificare_data_mm-dd),OTTIMIZZAZIONE_Tempi_di_ottimizzazione_Data_fine_(specificare_data_mm-dd),OTTIMIZZAZIONE_Licenza,ESPORTAZIONE_Istituto_responsabile_esportazione,ESPORTAZIONE_Persone_responsabili_esportazione,ESPORTAZIONE_Strumentazione_di_esportazione,ESPORTAZIONE_Tempi_di_esportazione_Data_inizio_(specificare_data_mm-dd),ESPORTAZIONE_Tempi_di_esportazione_Data_fine_(specificare_data_mm-dd),ESPORTAZIONE_Licenza,METADATAZIONE_Istituto_responsabile_metadatazione,METADATAZIONE_Persone_responsabili_metadatazione,METADATAZIONE_Strumentazione_di_metadatazione,METADATAZIONE_Tempi_di_metadatazione_Data_inizio_(specificare_data_mm-dd),METADATAZIONE_Tempi_di_metadatazione_Data_fine_(specificare_data_mm-dd),METADATAZIONE_Licenza,CARICAMENTO_SU_ATON_Istituto_responsabile_caricamento,CARICAMENTO_SU_ATON_Persone_responsabili_caricamento,CARICAMENTO_SU_ATON_Strumentazione_di_caricamento,CARICAMENTO_SU_ATON_Tempi_di_caricamento_Data_inizio_(specificare_data_mm-dd),CARICAMENTO_SU_ATON_Tempi_di_caricamento_Data_fine_(specificare_data_mm-dd),CARICAMENTO_Licenza,ACQUISIZIONE_Tempi_di_acquisizione_Data_fine_(specificare_data_mm-dd),ACQUISIZIONE_Tempi_di_acquisizione_Data_inizio_(specificare_data_mm-dd),STANZA
82,Volume,,Cornua Arietis Speciosa,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240322-xc07j4y9n,,,Unibo Ficlit,Alice Bordignon,Fotogrammetria,Panasonic Dmc-lx100,,Unibo Ficlit,Alice Bordignon,3df Zephyr,2024-03-22,2024-03-22,,Unibo Ficlit,Alice Bordignon,Blender,2024-03-22,2024-03-22,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Alice Bordignon,Instant Meshes; Gimp; 3df Zephyr,2024-03-22,2024-03-22,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Alice Bordignon,Blender,2024-03-22,2024-03-22,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2024-03-22,2024-03-22,,2023-05-22,2023-05-22,6
83,"Modello In Legno, Balena",,Modello In Legno Policromo Di Balena Della Groenlandia,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250318-6wloe6ytv,,,Unibo Da,Luca Cipriani,Fotogrammetria,Nikon D5600,,Unibo Da,Mattia Sullini,Agisoft Metashape,2023-04-28,2023-05-02,,Unibo Da ,Mattia Sullini,Modo; Substance Painter,2023-05-04,2024-11-08,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Da,Mattia Sullini,Modo,2023-05-04,2024-11-09,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Da,Mattia Sullini,Modo; Gestaltor,2024-11-09,2024-11-09,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2025-03-20,2025-03-20,,2023-05-15,2023-05-15,6
84,"Preparato, Torso Cavallo",,"Preparato A Secco Di Testa, Collo, Torace E Diaframma Di Cavallo",5 - Esportato,,,Non Acquisibile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,,,,,,,,,6
85,Feto Di Cavallo,,Preparato In Liquido Di Feto Di Tre Mesi Di Cavallo,5 - Esportato,,,Non Acquisibile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,,,,,,,,,6
86,"Volume Aperto, Teste Di Cavallo",,Teste Di Cavallo,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240528-jziw06ofb,,,Unibo Da,Mattia Sullini,Fotogrammetria,Sony Alpha 7 I,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-05-27,2024-05-27,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-28,2024-05-28,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; 3df Zephyr,2024-05-28,2024-05-28,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-28,2024-05-28,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2025-03-20,2025-03-20,,2023-05-08,2023-05-08,6
87,"Preparato Secco, Intestino Feto Bovino",,"Feto Bovino, Intestino",5 - Esportato,,,22-5 Da Non C'e' Su Sharepoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-05-28,2024-05-28,,2023-05-08,2023-05-08,6
88,"Preparato Secco, Intestino Crasso Di Elefante",,"Elefante, Intestino Crasso",5 - Esportato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,,,,,,,,,6
89,Quadro Di Galvani,,Luigi Galvani Compie Esperimenti Con La Macchina Elettrostatica Alla Presenza Dei Familiari,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250109-4jnkbf4gr,,,Unibo Da,Mattia Sullini,Fotogrammetria,Sony Alpha 7 I,,Unibo Da,Mattia Sullini,Agisoft Metashape,2024-09-03,2024-09-03,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-28,2024-05-28,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; 3df Zephyr,2024-05-28,2024-05-28,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-28,2024-05-28,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-05-28,2024-05-28,,2023-05-08,2023-05-08,6
90,"Modello In Cera, Occhi",,Modello In Cera Di Diverse Rappresentazioni Di Patologie Oculari,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20231018-qjtmkvss1,,,Unibo Ficlit,Alice Bordignon,Fotogrammetria,Panasonic Dmc-lx100,,Unibo Ficlit,Alice Bordignon; Marco Lamorte,3df Zephyr,2023-05-31,2023-05-31,,Unibo Ficlit,Alice Bordignon,Blender,2023-10-17,2023-10-17,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Alice Bordignon,Instant Meshes; Gimp; 3df Zephyr,2023-10-18,2023-10-18,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Alice Bordignon,Blender,2023-10-18,2023-10-18,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2023-10-18,2023-10-18,,2023-05-22,2023-05-22,6
91,"Modello In Cera, Organo Vista",,Modello In Cera Raffigurante Lorgano Della Vista,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240403-qy5ge4aix,,Daniele,Cnr Ispc,Daniele Ferdani,Fotogrammetria,Nikon D750,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-05-27,2024-05-27,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-28,2024-05-28,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; 3df Zephyr,2024-05-28,2024-05-28,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2023-05-22,2023-05-22,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-04-03,2024-04-03,,2023-05-22,2023-05-22,6
92,"Modello In Cera, Vaiolo",,Modello In Cera Di Fasi Della Vaccinazione Contro Il Vaiolo,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240315-w6973jpd2,,Rachele,Cnr Ispc,Rachele Manganelli,Fotogrammetria,Nikon D3300,,Cnr Ispc,Rachele Manganelli,Agisoft Metashape,2023-10-10,2023-11-10,,Cnr Ispc,Rachele Manganelli,Cloudcompare; Blender; Meshlab,2024-02-13,2024-02-16,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Rachele Manganelli,Instant Meshes; Adobe Photoshop 2023; Blender,2024-06-03,2024-07-03,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Rachele Manganelli,Blender,2024-07-03,2024-07-03,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2024-03-15,2024-03-15,,2023-05-22,2023-05-22,6
93,"Modello In Cera, Pellagra",,Busto Di Donna Con La Pellagra,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250318-9cjj8rk10,,Solo tela. Modellazione diretta conrice,Unibo Da,Mattia Sullini,Fotogrammetria,Sony Alpha 7 I,,Unibo Da,Mattia Sullini,Agisoft Metashape,2023-05-23,2024-09-18,,Unibo Da ,Mattia Sullini,Zbrush; Modo; Substance Painter,2024-09-18,2024-11-11,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Da,Mattia Sullini,Modo,2024-09-18,2024-11-11,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Da,Mattia Sullini,Modo; Gestaltor,2024-11-11,2024-11-11,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2025-03-20,2025-03-20,,,,6
94,"Modello In Cera, Gamba Inferiore",,Preparazione In Cera Dellarto Inferiore,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240411-2f8lu09dx,,Daniele,Cnr Ispc,Daniele Ferdani,Fotogrammetria,Nikon D750,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-05-27,2024-05-27,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-28,2024-05-28,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; 3df Zephyr,2024-05-28,2024-05-28,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-28,2024-05-28,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-04-11,2024-04-11,,2023-05-22,2023-05-22,6
95,Preparato In Alcool,,Braccio Amputato,5 - Esportato,,,Non Acquisibile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,,,,,,,,,6
96,Microscopio,,Microscopio,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20241021-d7a87hoig,,Francesca,Cnr Ispc,Daniele Ferdani,Fotogrammetria,Nikon D750,,Unibo Ficlit,Francesca Fabbri,3df Zephyr,2025-05-03,2025-06-03,,Unibo Ficlit,Francesca Fabbri,Blender,2024-04-23,2024-10-21,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Francesca Fabbri,Blender,2024-10-15,2024-10-15,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Francesca Fabbri,Blender,2024-10-21,2024-10-21,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Francesca Fabbri,Nextcloud; Aton,2024-10-22,2024-10-22,,2023-05-22,2023-05-22,6
97,"Volume Aperto, Braccio Sezionato",,Sezione Anatomica Di Busto Umano,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240328-khl4owegv,,,Unibo Ficlit,Alice Bordignon,Fotogrammetria,Panasonic Dmc-lx100,,Unibo Ficlit,Alice Bordignon,3df Zephyr,2023-05-23,2023-05-23,,Unibo Ficlit,Alice Bordignon,Blender,2024-03-27,2024-03-27,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Alice Bordignon,Instant Meshes; Gimp; 3df Zephyr,2024-03-27,2024-03-27,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Alice Bordignon,Blender,2024-03-28,2024-03-28,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2024-03-28,2024-03-28,,2023-05-22,2023-05-22,6
98,"Calchi Facciali Colorati, Boscimani",,Ricostruzioni Plastiche Sul Vivente,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250411-f2exhjcd3,,"Sono 3 Calchi Facciali, Dataset Contrassegnato Da Pedice a,b,c (caricati)",Unibo Da,Mattia Sullini,Fotogrammetria,Sony Alpha 7 I,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-07-05,2024-07-05,,Cnr Ispc,Maria Felicia Rega,Blender,2024-07-05,2024-07-05,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Adobe Photoshop 2023; Blender,2024-10-05,2024-10-05,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-10-05,2024-10-05,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-10-05,2024-10-05,,2023-05-22,2023-05-22,6
99,"Calchi Facciali Colorati, Cinese",,"Ricostruzioni Plastiche Sul Vivente, Cinese Maschio",7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240515-88xoy67xs,,,Unibo Da,Mattia Sullini,Fotogrammetria,Sony Alpha 7 I,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-05-14,2024-05-14,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-15,2024-05-15,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; 3df Zephyr,2024-05-15,2024-05-15,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-15,2024-04-15,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-05-15,2024-05-15,,2023-05-22,2023-05-22,6
100,"Calchi Facciali Colorati, Sardo",,"Ricostruzioni Plastiche Sul Vivente, Sardo Maschio",7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250318-46qzf3a4w,,,Unibo Da,Mattia Sullini,Fotogrammetria,Sony Alpha 7 I,,Unibo Da,Mattia Sullini,Agisoft Metashape,2023-05-17,2023-05-17,,Unibo Da,Mattia Sullini,Modo; Substance Painter,2024-05-22,2024-07-21,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Da,Mattia Sullini,Modo,2024-05-22,2024-07-21,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Da,Mattia Sullini,Modo; Gestaltor,2024-07-21,2024-07-21,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,,,,,,6
101,"Busto In Gesso, Tasmaniano",,Calco In Gesso Di Capo Tasmaniano (oceania),7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240521-xwrhfqh1w,,,Unibo Da,Mattia Sullini,Fotogrammetria,Sony Alpha 7 I,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-05-20,2024-05-20,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-20,2024-05-20,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; 3df Zephyr,2024-05-20,2024-05-20,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-21,2024-05-21,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-05-21,2024-05-21,,2023-05-22,2023-05-22,6
102,"Busto In Gesso, Donna Dschagga",,Calco In Gesso Di Donna Dschagga (kenia),7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240527-kb94v3whm,,,Unibo Da,Mattia Sullini,Fotogrammetria,Sony Alpha 7 I,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-05-24,2024-05-24,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-24,2024-05-24,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; 3df Zephyr,2024-05-24,2024-05-24,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-27,2024-05-27,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-05-27,2024-05-27,,2023-05-22,2023-05-22,6
103,Tavola Colore Occhi,,Tavola Dei Colori Degli Occhi Di R. Martin,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240315-1jilops8m,,Rachele,Cnr Ispc,Rachele Manganelli,Fotogrammetria,Nikon D3300,,Cnr Ispc,Rachele Manganelli,Agisoft Metashape,2023-10-24,2023-10-24,,Cnr Ispc,Rachele Manganelli,Cloudcompare; Blender; Meshlab,2023-10-25,2023-10-27,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Rachele Manganelli,Instant Meshes; Adobe Photoshop 2023; Blender,2024-04-03,2024-06-03,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Rachele Manganelli,Blender,2024-06-03,2024-06-03,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Francesca Fabbri,Nextcloud; Aton,2024-03-15,2024-03-15,,2023-05-22,2023-05-22,6
104,Misuratore Crani,,Compasso A Branche Ricurve Con Estremit Arrotondate,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20241021-ome8bbfxc,,May,Cnr Ispc,Daniele Ferdani,Fotogrammetria,Canon Eos 6d,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-10-16,2024-10-16,,Cnr Ispc,Maria Felicia Rega,Cloudcompare; Blender; Meshlab,2024-10-16,2024-10-16,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender; Substance 3D Painter; Gimp,2024-10-16,2024-10-16,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-10-16,2024-10-16,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-10-21,2024-10-21,,2023-05-22,2023-05-22,6
105,Crani Umani,,Crani Dalla Collezione Di Luigi Calori,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240628-w30wyq3bk,,Rachele 975 (un Cranio Su 5),Cnr Ispc,Rachele Manganelli,Fotogrammetria,Nikon D3300,,Cnr Ispc,Rachele Manganelli,Agisoft Metashape,2023-06-06,2023-06-06,,Cnr Ispc,Rachele Manganelli,Cloudcompare; Blender; Meshlab,2023-09-17,2023-09-22,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Rachele Manganelli,Instant Meshes; Adobe Photoshop 2023; Blender,2024-03-24,2024-03-28,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Rachele Manganelli,Blender,2024-02-04,2024-02-04,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2024-06-28,2024-06-28,,2023-05-22,2023-05-22,6
106,Modello Frenologico In Cera,,Modello Frenologico In Cera,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240315-37cczlw92,,Rachele,Cnr Ispc,Rachele Manganelli,Fotogrammetria,Nikon D3300,,Cnr Ispc,Rachele Manganelli,Agisoft Metashape,2023-11-10,2023-11-10,,Cnr Ispc,Rachele Manganelli,Cloudcompare; Blender; Meshlab,2023-11-11,2023-11-13,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Rachele Manganelli,Instant Meshes; Adobe Photoshop 2023; Blender,2024-01-08,2024-01-15,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Rachele Manganelli,Blender,2024-04-03,2024-03-04,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2024-03-15,2024-03-15,,2023-05-29,2023-05-29,6
107,"Modello In Cera, Encefalo Di Un Africano",,Studio Sullencefalo Di Un Africano,5 - Esportato,,,"Non acquisibile (Materiale scuro, riflettente, sotto vetro)",,,,,,,,,,,,Cnr Ispc,Maria Felicia Rega,Blender,2025-02-05,2025-02-05,,,,,,,,Cnr Ispc,Maria Felicia Rega,Blender,2025-02-05,2025-02-05,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,,,,,,,,,6
108,"Fossile, Squalo",,Galeorhinus Cuvieri,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250114-fs1i1wkfy,,3d Da Tomografia. Textures Da Foto,Unibo Da,Filippo Fantini,Fotogrammetria,Nikon D5200,,Cnr Ispc,Maria Felicia Rega,"Agisoft Metashape, Blender",2025-01-14,2025-01-14,,Cnr Ispc,Maria Felicia Rega,Blender,2025-01-14,2025-01-14,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; Blender,2025-01-14,2025-01-14,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2025-01-14,2025-01-14,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2025-01-14,2025-01-14,,2025-01-14,2025-01-14,6
109,"Fossile, Uovo",,Aepyornis Maximus,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250324-d6xtwbhkc,,,Unibo Da,Filippo Fantini,Fotogrammetria,Nikon D5200,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-11-18,2024-11-18,,Cnr Ispc,Maria Felicia Rega,Blender,2025-11-18,2025-11-18,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,"Instant Meshes; Gimp; 3df Zephyr, Blender",2025-11-18,2025-11-18,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2025-11-18,2025-11-18,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,18/11/2025,2025-11-18,,2025-11-18,2025-11-18,6
